name,classification,GBS-A_Feb2024,GBS-A_Jun2024,GBS-A_Mar2013,GBS-B_Feb2024,GBS-B_Jun2024,GBS-C_Feb2024,GBS-C_Jun2024,GBS-C_Mar2013,GBS-E_Mar2013,GBS-W_Jun2024,Abundance
Thermus sp039793865,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus sp039793865,0,0.3,0.1,0,0,0.2,0.5,0,0.2,0.6,2.1
GBS-A_Jun24_bin.040,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Fervidicoccaceae;g__;s__,5.9,2.5,0,2.5,0.9,0.6,0,0.1,0,0.6,13.1
Pyrobaculum sp038832545,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum sp038832545,0,0,0,0,0,0,0,0,0,0.6,0.7
GBS-A_Feb24_bin.045,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Fervidicoccaceae;g__WYEQ01;s__,4.7,0.3,0.5,0.8,0.1,0.5,0.2,0.1,0,0.6,7.7
Thermaerobacter sp036564035,d__Bacteria;p__Bacillota;c__Thermaerobacteria;o__Thermaerobacterales;f__Thermaerobacteraceae;g__Thermaerobacter;s__Thermaerobacter sp036564035,0,0,0,0,0,0,0,0,0,0.6,0.6
Thermus igniterrae,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus igniterrae,0,0.2,0.1,0,0,0.2,0.4,0,0.3,0.6,1.8
Pyrobaculum sp025641885,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum sp025641885,0,0,0,0.1,0.1,0,0,0,0,0.6,0.8
Pyrobaculum sp041287325,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum sp041287325,0,0,0,0,0,0,0,0,0,0.6,0.7
Pyrobaculum oguniense,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum oguniense,0,0,0,0,0,0,0,0,0,0.6,0.7
GBS-A_Feb24_bin.036,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Fervidicoccaceae;g__WYEQ01;s__,4.3,0.3,0.5,0.7,0.1,0.5,0.1,0.1,0,0.5,7
Pyrobaculum islandicum,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum islandicum,0.1,0,0,0,0,0,0,0,0,0.5,0.7
Ignisphaera sp020833345,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__Ignisphaera;s__Ignisphaera sp020833345,0.4,0,0,0,0,0,0,0,0,0.5,1
Thermus oshimai,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus oshimai,0,0.2,1.1,0,0,0.2,0.4,0,0.2,0.5,2.6
Thermus thermophilus_C,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus thermophilus_C,0,0.4,0.1,0,0,0.2,0.6,0,0.2,0.5,2
GBS-A_Feb24_bin.068,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__,4.9,0.1,0,0.4,0.1,0.1,0,0.1,0,0.5,6.1
GBS-85_Mar13_bin.083,d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__LBFQ01;g__Caldipriscus;s__,7,12.6,4.3,21.2,29.2,5.5,4.8,36.7,0.4,0.5,122.2
GBS70_3300020139_51,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__;s__,0.2,0.1,2.6,0.1,0,1.8,0.3,0.1,0,0.5,5.6
GBS-60_Mar13_bin.030,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__GBS-DC;s__,0,0.1,2.7,0,0,0.4,2,0,30.9,0.4,36.6
DSZV01 sp028276165,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__DSZV01;s__DSZV01 sp028276165,0.7,1,0,1.1,1.1,0.4,0.3,0.7,0,0.4,5.8
Thermus composti,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus composti,0,0.2,0.1,0,0,0.1,0.4,0,0.2,0.4,1.5
Thermostichus sp000013205,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermostichales;f__Thermostichaceae;g__Thermostichus;s__Thermostichus sp000013205,0,0,0,0,0,0,0.1,0,14.5,0.4,15
Thermus parvatiensis,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus parvatiensis,0,0.7,0.1,0,0,0.2,0.7,0,0.1,0.4,2.3
GBS-A_Feb24_bin.056,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__,62.4,4.9,0.6,11.9,1.4,6.7,0.2,0,0,0.4,88.4
GBS-70_Mar13_bin.002,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__SpSt-28;g__SpSt-28;s__,0.9,5.2,1.5,1,0.6,6.2,5.2,1.3,0.1,0.4,22.4
Thermus sp000236585,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus sp000236585,0,0.2,0.1,0,0,0.1,0.3,0,0.2,0.4,1.3
GBS-C_Feb24_bin.117,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DRZP01;s__,9.8,5.9,0.2,4.8,1.6,10.8,0.5,0.4,0,0.4,34.4
GBS-60_Mar13_bin.078,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__GBS-DC;s__,0,0.1,1.5,0,0,0.3,1.6,0,87.5,0.4,91.4
GBS85_3300020145_06,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__AG1;s__,74.8,87.9,0.6,138.7,158.1,0.8,11.5,111.7,0,0.4,584.6
Thermus thalpophilus,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus thalpophilus,0,0.2,0.1,0,0,0.1,0.3,0,0.2,0.4,1.2
Thermus amyloliquefaciens,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus amyloliquefaciens,0,0.2,0.1,0,0,0.1,0.3,0,0.2,0.4,1.3
Thermus neutrinimicus,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus neutrinimicus,0,0.1,0.1,0,0,0.1,0.2,0,0.1,0.4,0.9
GBS-60_Mar13_bin.056,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__GBS-DC;s__,0,0.1,2.4,0,0,0.4,2.1,0,36.9,0.4,42.2
Thermoproteus sp002077075,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus sp002077075,0,0,0,0,0,0,0,0,0,0.4,0.5
GBS-A_Jun24_bin.030,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DRZP01;s__,6.8,3.9,0.1,3.1,1.1,5.2,0.4,0.3,0,0.4,21.1
Thermus brockianus,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus brockianus,0,0.1,0.1,0,0,0.1,0.3,0,0.1,0.4,1.1
Thermus sp040363165,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus sp040363165,0,0.1,0.1,0,0,0.1,0.3,0,0.1,0.3,1
Thermus hydrothermalis,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus hydrothermalis,0,0.1,0.1,0,0,0.1,0.3,0,0.1,0.3,1.1
GBS-60_Mar13_bin.103,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__GBS-DC;s__,0,0.1,2.2,0,0,0.4,2,0,19.7,0.3,24.8
GBS-B_Jun24_bin.004,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__Ignisphaera;s__,9.5,3.3,0.6,9.4,1.5,7.7,1,1,0,0.3,34.4
GBS60_3300020153_40,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Gloeomargaritales;f__Gloeomargaritaceae;g__Gloeomargarita;s__,0,0,0,0,0,0,0,0,118.6,0.3,119
GBS-A_Feb24_bin.027,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__,8.3,0.7,0,1.2,0.8,0.5,0.2,0.5,0,0.3,12.6
Thermus caliditerrae,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus caliditerrae,0,0.1,0.1,0,0,0.1,0.3,0,0.1,0.3,1
Thermus thermamylovorans,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus thermamylovorans,0,0.2,0.1,0,0,0.1,0.3,0,0.1,0.3,1.1
GBS-B_Feb24_bin.016,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__WYEG01;s__,3,1.6,10.8,1.4,0.4,38.7,0.7,0.3,0.4,0.3,57.4
Thermus sp037444525,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus sp037444525,0,0.1,0.1,0,0,0.1,0.3,0,0.2,0.3,1.1
GBS-B_Jun24_bin.007,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__JANXEW01;s__,8.3,1,0.2,1.1,0.4,2.8,0.1,0,0,0.3,14.1
Thermus sp041641215,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus sp041641215,0,0.1,0.1,0,0,0.1,0.3,0,0.1,0.3,1
GBS-A_Feb24_bin.072,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DRZP01;s__,91.5,11.7,0,5.4,0.3,0.4,0,0,0,0.3,109.6
Tepidimonas sp020723845,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Tepidimonas;s__Tepidimonas sp020723845,0,0,0,0,0,0,0,0,0,0.3,0.3
DSZV01 sp030549835,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__DSZV01;s__DSZV01 sp030549835,0.3,0.3,0,0.5,0.4,0.1,0.1,0.3,0,0.3,2.3
Anoxybacillus gonensis,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Anoxybacillaceae;g__Anoxybacillus;s__Anoxybacillus gonensis,0,0,0,0,0,0,0,0,0,0.3,0.3
Pyrobaculum arsenaticum,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum arsenaticum,0,0,0,0,0,0,0,0,0,0.3,0.4
Thermus antranikianii,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus antranikianii,0,0.1,0,0,0,0.1,0.1,0,0.1,0.2,0.6
GBS-C_Feb24_bin.003,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__JANXEW01;s__,1.5,1,3.7,1,0.1,8.9,0.8,1.3,0,0.2,18.5
JANXDC01 sp025998875,d__Bacteria;p__Bacteroidota_A;c__Rhodothermia;o__JANXDC01;f__JANXDC01;g__JANXDC01;s__JANXDC01 sp025998875,0,0,12,0,0,3.3,2.9,0,1.5,0.2,20
GBS-B_Feb24_bin.031,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__,6.5,4.3,0.4,6.9,1.4,10.9,0.5,0.6,0,0.2,31.7
Thermus tengchongensis,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus tengchongensis,0,0.1,0,0,0,0.1,0.2,0,0.1,0.2,0.7
GBS60_3300020153_27,d__Bacteria;p__Sysuimicrobiota;c__Sysuimicrobiia;o__Sysuimicrobiales;f__Sysuimicrobiaceae;g__Tepidifontimicrobium;s__,0,0.1,31.1,0,0,11.9,7.1,0.1,10,0.2,60.5
SpSt-28 sp038996625,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__SpSt-28;g__SpSt-28;s__SpSt-28 sp038996625,0,0,0,0,0,0,0,0,0,0.2,0.4
Thermus tenuipuniceus,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus tenuipuniceus,0,0.1,0,0,0,0.1,0.1,0,0.1,0.2,0.6
UBA285 sp028275705,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__UBA285 sp028275705,0.5,0,0,0.1,0,0,0,0,0,0.2,0.9
630D-37 sp017743695,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__630D-37;s__630D-37 sp017743695,0,0,0.2,0,0,0.1,0,0,0.3,0.2,0.8
UBA285 sp020833245,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__UBA285 sp020833245,0.6,0,0,0,0,0,0,0,0,0.2,0.9
UBA11096 sp011006175,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__UBA11096;s__UBA11096 sp011006175,0.4,0.2,0.1,0.4,0.2,0.3,0,0,0,0.2,1.9
GBS70_3300020139_28,d__Bacteria;p__Bacteroidota_A;c__Kapaibacteriia;o__Kapaibacteriales;f__HRBIN21;g__HRBIN21;s__,0,4.9,56.9,0,0,19,31.5,0.2,5.9,0.2,118.6
GBS-A_Jun24_bin.043,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__DTEX01;g__DTEX01;s__,1,1.7,1.1,0.4,0.1,14.4,1.5,0.1,0.6,0.2,21
Thermus altitudinis,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus altitudinis,0,0.1,0,0,0,0.1,0.2,0,0.1,0.2,0.6
Thermus caldifontis,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus caldifontis,0,0.1,0,0,0,0.1,0.1,0,0.1,0.2,0.6
JANXEW01 sp028275925,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__JANXEW01;s__JANXEW01 sp028275925,0.5,0.1,0.1,0.1,0,0.3,0,0,0,0.2,1.4
GBS60_3300020153_44,d__Bacteria;p__Bacteroidota_A;c__Kapaibacteriia;o__Kapaibacteriales;f__HRBIN21;g__HRBIN21;s__,0,3.7,49.1,0,0,20.1,23.9,0.1,9.8,0.2,106.9
GBS-B_Jun24_bin.006,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__JANXEW01;s__,5.7,0.6,0.1,0.7,0.3,1.8,0.1,0,0,0.2,9.6
JANXAZ01 sp023512415,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__JANXAZ01;s__JANXAZ01 sp023512415,0,0,0,0,0,0,0,0,0.6,0.2,0.8
GBS-C_Jun24_bin.031,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__DTER01;s__,0.2,17.2,112,0.3,0,316.2,19.2,0.5,0.1,0.2,465.9
Thermus albus,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus albus,0,0.1,0,0,0,0,0.1,0,0.1,0.2,0.5
GBS70_3300020139_31,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__DRXL01;g__JANXCC01;s__,0,0,63.5,0,0,1.6,18.7,0,74.4,0.1,158.5
GBS-A_Feb24_bin.064,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__,7.5,0.2,0,0.4,0.1,0.2,0,0,0,0.1,8.5
GBS-C_Feb24_bin.020,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,10.9,0.2,0,0.5,0,0.8,0,0,0,0.1,12.6
GBS-85_Mar13_bin.038,d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Caldarchaeaceae;g__;s__,0.1,14.4,101.6,0.1,0,98.1,212,1.2,9,0.1,436.7
UBA285 sp020833225,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__UBA285 sp020833225,1.1,0.1,0,0.2,0.1,0.1,0,0,0,0.1,1.7
Thermomicrobium sp034434855,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium sp034434855,0,0.1,40.3,0,0,21,8.1,0,14.4,0.1,84
GBS-A_Feb24_bin.047,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__WYEG01;s__,1.8,0.8,5.8,0.5,0.2,19.7,0.4,0.2,0.2,0.1,29.6
Fervidibacter sacchari,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__Fervidibacter;s__Fervidibacter sacchari,128.5,225.7,143.6,198.1,266.6,106.2,113.4,423.9,7,0.1,1613.1
GBS-60_Mar13_bin.095,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__CABMEP01;f__CABMEP01;g__DTQF01;s__,0.6,0.6,1.5,1.3,0.7,2.9,0.5,0.1,2.9,0.1,11.1
Thermus caldilimi,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus caldilimi,0,0.1,0,0,0,0,0.1,0,0.1,0.1,0.5
GBS-A_Jun24_bin.060,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__Zestosphaera;s__,0.6,2.2,2.2,1.6,0.3,3,0.4,0.2,0,0.1,10.6
GBS-C_Feb24_bin.071,d__Bacteria;p__Bacteroidota_A;c__Kapaibacteriia;o__Kapaibacteriales;f__HRBIN21;g__HRBIN21;s__,0,4,39.9,0,0,17.6,24.5,0.1,5.5,0.1,91.9
GBS70_3300020139_23,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SpSt-600;f__SpSt-600;g__SpSt-600;s__,0.1,8.3,130.6,0.2,0,129.2,15.2,0.1,0.5,0.1,284.3
GBS70_3300020139_53,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__DTER01;s__,0.3,15.4,98.6,0.4,0.2,255.2,15.5,0.9,0.1,0.1,386.7
Chloroflexus sp017743535,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus sp017743535,0,0,0,0,0,0,0,0,4.9,0.1,5
GBS-A_Jun24_bin.054,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__HR35;g__HRBIN35;s__,0,2.2,1.1,0.1,0,7.3,2.6,0.5,2.2,0.1,16.2
GBS-60_Mar13_bin.081,d__Bacteria;p__Bdellovibrionota_B;c__UBA2361;o__JANWWW01;f__JANWWW01;g__;s__,0,0,0,0,0,0.2,0,0,6.1,0.1,6.4
GBS-C_Feb24_bin.161,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Fervidobacterium;s__,0,0,0.6,0,0,1.3,0.4,0,0.2,0.1,2.6
Thermus_A filiformis,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus_A;s__Thermus_A filiformis,0,0,0,0,0,0,0.1,0,0,0.1,0.3
GBS-C_Feb24_bin.118,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO11;s__,0.4,0.3,0.8,0.4,0.4,3.8,0.3,0.3,0,0.1,6.8
JANWXJ01 sp025055335,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__JANWXJ01;s__JANWXJ01 sp025055335,0,0,0,0,0,0,0,0,0,0.1,0.1
GBS-A_Feb24_bin.004,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,8.3,0.1,0,0.3,0,0.4,0,0,0,0.1,9.4
GBS-A_Feb24_bin.061,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__EX4484-217-1;g__DRYM01;s__,11.4,0.6,0,0.7,0.2,0.9,0,0.2,0,0.1,14.1
DSZV01 sp029335875,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__DSZV01;s__DSZV01 sp029335875,0.1,0.1,0,0.2,0.2,0.1,0,0.1,0,0.1,0.9
UBA285 sp038888155,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__UBA285 sp038888155,0.2,0,0,0.1,0.1,0,0,0.3,0,0.1,0.8
GBS-A_Feb24_bin.048,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,10.2,0.2,0.1,0.5,0,0.7,0,0,0,0.1,11.8
GBS-60_Mar13_bin.036,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacteraceae;g__Thiobacter;s__,0,0,0,0,0,0,0,0,1.7,0.1,1.8
GBS-A_Feb24_bin.067,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,10,0.1,0,0.3,0,0.7,0,0,0,0.1,11.3
UBA11096 sp003534055,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__UBA11096;s__UBA11096 sp003534055,0,0,0,0,0,0,0,0,0,0.1,0.3
GBS-60_Mar13_bin.126,d__Bacteria;p__Bacteroidota_A;c__Chlorobiia;o__Chlorobiales;f__Thermochlorobacteraceae;g__JANWWM01;s__,0,0,0,0,0,0,0,0,9.6,0.1,9.7
DSZV01 sp937921695,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__DSZV01;s__DSZV01 sp937921695,0.2,0.3,0,0.3,0.3,0.1,0.1,0.2,0,0.1,1.6
GBS70_3300020139_44,d__Bacteria;p__Actinomycetota;c__CALKMS01;o__SKW223;f__SKW223;g__JAOADC01;s__,0.3,0.3,2.6,0.6,0.2,2.1,0.1,0,0,0.1,6.3
GBS-C_Jun24_bin.048,d__Bacteria;p__DRYD01;c__DRYD01;o__DRYD01;f__DRYD01;g__CAKZQG01;s__,0,0,4.7,0,0,9.1,5.4,0,2.7,0.1,22
GBS60_3300020153_28,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Fervidobacterium;s__,0.1,0.2,0.4,0.1,0.1,0.4,0.2,0.2,6.6,0.1,8.4
Nocardioides sp040302365,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides sp040302365,0,0,0,0,0,0,0,0,0,0.1,0.1
Roseiflexus sp000016665,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__Roseiflexus sp000016665,0,0,0,0.1,0,0.1,0,0,155.4,0.1,155.7
GBS-C_Jun24_bin.038,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__JANXEW01;s__,0.1,0.8,4.5,0.8,0.1,9.5,0.9,1.9,0,0.1,18.7
GBS-60_Mar13_bin.042,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SpSt-205;f__SpSt-205;g__JAPYWM01;s__,0,0,0,0,0,0,0.2,0,6.3,0.1,6.6
Thermostichus sp000013225,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermostichales;f__Thermostichaceae;g__Thermostichus;s__Thermostichus sp000013225,0,0,0,0,0,0,0,0,1.7,0.1,1.8
GBS-A_Feb24_bin.034,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,13.1,0.2,0,0.5,0,0.9,0,0,0,0.1,14.9
WYZ-LMO8 sp036786905,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp036786905,5.1,0.1,0,0.2,0,0.2,0,0,0,0.1,5.7
Thermodesulfobacterium sp008630935,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__Thermodesulfobacterium sp008630935,0.2,0.1,0.9,0.3,0.3,1,0.1,0.1,0.1,0.1,3.2
Wolframiiraptor gerlachensis,d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor gerlachensis,16.7,6.3,1.8,8.7,1.2,17.3,0.8,2,0,0.1,54.9
DRZP01 sp020833415,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DRZP01;s__DRZP01 sp020833415,0.9,0.1,0,0.1,0,0.1,0,0,0,0.1,1.3
GBS-C_Jun24_bin.002,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__HRBIN15;s__,0,1.7,116.3,0.1,0,20.2,76.8,0,10.7,0.1,225.9
Neoroseomonas sp023424475,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Neoroseomonas;s__Neoroseomonas sp023424475,0,0,0,0,0,0,0,0,0,0.1,0.1
